Population	Parent	Identity	DriverIdentity	DriverMutations	MigrationMutations	Immortal	PassengerMutations	BirthRate	MigrationRate	OriginTime	Descendants
919	102	2649	2649	2	0	1	0	1.607264	0.001458	783.393982	919
419	500	3251	3251	4	0	1	0	2.717193	0.001458	799.839355	419
198	102	2594	2594	2	0	1	0	1.653794	0.001458	781.388123	198
397	995	2895	2895	4	0	1	0	2.629857	0.001458	790.892517	397
1436	500	2810	2810	4	0	1	0	2.773912	0.001458	788.315063	1436
1218	2183	2772	2772	4	0	1	1	3.205153	0.001458	787.400879	1218
259	254	2923	2923	3	0	1	0	2.110096	0.001458	791.759888	259
487	1352	2830	2830	5	0	1	0	3.149009	0.001458	789.086792	507
90	254	2982	2982	3	0	1	0	2.095169	0.001458	793.216431	90
763	1968	2790	2790	6	0	1	1	3.749573	0.001458	787.887573	763
136	254	3144	3144	3	0	1	0	2.027602	0.001458	797.254150	136
2364	254	2834	2834	3	0	1	0	2.370563	0.001458	789.164185	2364
11	102	3500	3500	2	0	1	0	1.491475	0.001458	806.480530	11
83	2176	2806	2806	5	0	1	0	3.045578	0.001458	788.260986	83
5	254	3000	3000	3	0	1	0	2.110386	0.001458	793.716003	5
403	254	3284	3284	3	0	1	0	2.263059	0.001458	800.700256	403
666	500	3031	3031	4	0	1	0	2.583207	0.001458	794.414551	666
298	997	2825	2825	4	0	1	0	2.557246	0.001458	788.900024	298
1	254	3829	3829	3	0	0	0	1.938291	0.001458	814.213501	1
55	2004	2832	2832	5	0	1	0	3.113354	0.001458	789.104553	55
99	500	2947	2947	4	0	1	0	2.500538	0.001458	792.392578	99
409	995	2998	2998	4	0	1	0	2.623484	0.001458	793.680176	409
135	102	3198	3198	2	0	1	0	1.630953	0.001458	798.288879	135
556	1195	3341	3341	5	0	1	1	3.339474	0.001458	801.954346	556
1522	1323	3088	3088	4	0	1	0	2.808456	0.001458	795.929138	1522
5313	254	2960	2960	3	0	1	0	2.798153	0.001458	792.705566	5313
349	861	3002	3002	4	0	1	1	2.671022	0.001458	793.736145	349
212	1854	3081	3081	4	0	1	0	2.449186	0.001458	795.629700	212
1635	995	2955	2955	4	0	1	1	3.356696	0.001458	792.565918	1635
1	1352	3899	3899	5	0	0	0	3.307208	0.001458	815.497009	1
13	997	3681	3681	4	0	1	0	2.565352	0.001458	810.897278	13
70	2057	2999	2999	4	0	1	1	2.677904	0.001458	793.680603	70
540	1323	3137	3137	4	0	1	0	3.026267	0.001458	797.172913	540
1174	500	3020	3020	4	0	1	0	2.424796	0.001458	794.200012	1174
1109	2004	3397	3397	5	0	1	0	3.509014	0.001458	803.624878	1109
11	254	3023	3023	3	0	1	0	2.139733	0.001458	794.241333	11
72	1323	3614	3614	4	0	1	0	2.958205	0.001458	809.308838	72
1553	254	3036	3036	3	0	1	0	2.272233	0.001458	794.570557	1553
82	2448	3559	3559	5	0	1	0	3.243358	0.001458	808.014282	82
29	1538	3051	3051	5	0	1	1	2.958808	0.001458	794.882080	29
4	1508	3715	3715	4	0	0	0	2.543728	0.001458	811.731873	4
7	1261	3476	3476	3	0	1	0	2.233598	0.001458	805.710083	7
77	1195	3241	3241	5	0	1	0	2.797119	0.001458	799.645386	77
33	500	3067	3067	4	0	1	2	2.758175	0.001458	795.232971	33
74	1323	3368	3368	4	0	1	0	2.943357	0.001458	802.734802	74
7	254	3696	3696	3	0	1	0	1.952749	0.001458	811.164062	7
813	500	3120	3120	4	0	1	0	2.762230	0.001458	796.842041	813
333	1968	3219	3219	6	0	1	1	3.856647	0.001458	798.744385	333
322	941	3424	3424	5	0	1	1	3.474746	0.001458	804.515747	322
40	102	3269	3269	2	0	1	0	1.518294	0.001458	800.308228	40
15	941	3160	3160	5	0	1	1	3.119699	0.001458	797.668396	15
96	500	3298	3298	4	0	1	0	2.569255	0.001458	801.063599	96
525	1876	3326	3326	5	0	1	0	3.429217	0.001458	801.587524	525
473	1352	3248	3248	5	0	1	0	3.175900	0.001458	799.795227	473
512	254	3191	3191	3	0	1	0	2.369221	0.001458	798.166687	512
20	2830	3503	3503	6	0	1	0	3.372651	0.001458	806.506958	20
3	1634	3625	3625	6	0	1	1	3.329720	0.001458	809.530762	3
491	254	3358	3358	3	0	1	0	2.459230	0.001458	802.467163	491
48	1352	3306	3306	5	0	1	0	3.007751	0.001458	801.162720	48
1	500	3884	3884	4	0	0	0	2.449792	0.001458	815.211792	1
634	2523	3342	3342	4	0	1	0	3.243715	0.001458	801.984131	634
43	254	3320	3320	3	0	1	0	2.342083	0.001458	801.398071	43
2	2098	3891	3891	4	0	0	0	2.726738	0.001458	815.350830	2
9	1352	3787	3787	5	0	1	0	3.510791	0.001458	813.326965	9
53	941	3429	3429	5	0	1	1	3.077794	0.001458	804.581116	53
31	254	3453	3453	3	0	1	0	1.944061	0.001458	805.112000	31
34	500	3481	3481	4	0	1	0	2.466896	0.001458	805.938354	34
1	102	3876	3876	2	0	0	0	1.557916	0.001458	815.049377	1
27	2386	3493	3493	5	0	1	0	3.160241	0.001458	806.252014	27
16	102	3449	3449	2	0	1	0	1.561089	0.001458	805.047363	16
183	500	3518	3518	4	0	1	0	2.728742	0.001458	807.073547	183
3	2477	3816	3816	3	0	0	0	2.433235	0.001458	813.956787	3
19	563	3594	3594	4	0	1	1	2.483317	0.001458	808.889038	19
1	997	3856	3856	4	0	0	0	2.579209	0.001458	814.714111	1
2	254	3889	3889	3	0	0	0	1.998949	0.001458	815.344604	2
77	2004	3549	3549	5	0	1	1	3.103466	0.001458	807.799316	77
1	254	3872	3872	3	0	0	0	1.990283	0.001458	815.015076	1
8	500	3624	3624	4	0	1	0	2.405183	0.001458	809.514221	8
2	1816	3853	3853	5	0	0	0	2.868133	0.001458	814.667542	2
35	941	3546	3546	5	0	1	1	3.307771	0.001458	807.770203	35
27	500	3557	3557	4	0	1	0	2.648227	0.001458	807.921265	27
1	1733	3839	3839	4	0	0	1	2.581608	0.001458	814.410583	1
21	2104	3837	3837	5	0	1	0	2.908564	0.001458	814.396484	21
4	1323	3815	3815	4	0	0	0	2.633330	0.001458	813.953369	4
24	102	3565	3565	2	0	1	0	1.921293	0.001458	808.157410	24
3	2057	3890	3890	4	0	0	0	3.021608	0.001458	815.348022	3
88	1634	3699	3699	6	0	1	1	3.936011	0.001458	811.240417	88
1	254	3901	3901	3	0	0	0	1.982872	0.001458	815.539917	1
8	500	3777	3777	4	0	0	0	2.396239	0.001458	813.122925	8
5	1261	3608	3608	3	0	1	0	1.865693	0.001458	809.182617	5
201	997	3601	3601	4	0	1	0	2.971217	0.001458	808.997131	201
6	2004	3757	3757	5	0	0	1	3.146480	0.001458	812.692810	6
30	941	3642	3642	5	0	1	1	3.474118	0.001458	810.070068	30
24	2255	3590	3590	5	0	1	1	3.035602	0.001458	808.861938	24
3	102	3761	3761	2	0	0	0	1.506417	0.001458	812.816467	3
9	1660	3771	3771	4	0	1	0	2.483203	0.001458	813.008484	9
1	1854	3848	3848	4	0	0	0	2.410505	0.001458	814.629517	1
22	2636	3645	3645	4	0	1	1	2.858128	0.001458	810.133972	22
50	2183	3753	3753	4	0	1	0	3.006203	0.001458	812.574585	50
54	1173	3682	3682	5	0	1	0	2.965946	0.001458	810.964661	54
33	1323	3662	3662	4	0	1	0	3.022523	0.001458	810.507751	33
71	997	3763	3763	4	0	1	0	2.437666	0.001458	812.912231	71
6	2461	3739	3739	5	0	1	1	2.658111	0.001458	812.299072	6
4	254	3720	3720	3	0	1	0	2.001205	0.001458	811.808777	4
4	941	3825	3825	5	0	0	1	3.536373	0.001458	814.129517	4
2	941	3868	3868	5	0	0	1	3.482481	0.001458	814.916382	2
19	500	3826	3826	4	0	1	0	2.805402	0.001458	814.132446	19
6	2004	3885	3885	5	0	0	1	3.109095	0.001458	815.237488	6
4	500	3749	3749	4	0	1	0	3.205038	0.001458	812.502197	4
17	500	3797	3797	4	0	1	0	2.446925	0.001458	813.494812	17
1	2004	3898	3898	5	0	0	0	3.144214	0.001458	815.458679	1
10	2400	3849	3849	5	0	1	0	3.352460	0.001458	814.637512	10
20	941	3806	3806	5	0	1	1	3.091044	0.001458	813.771484	20
9	2255	3852	3852	5	0	0	2	3.336983	0.001458	814.659485	9
1	500	3843	3843	4	0	0	0	2.800776	0.001458	814.480469	1
14	2400	3774	3774	5	0	1	0	3.541122	0.001458	813.028564	14
5	997	3823	3823	4	0	0	0	2.506480	0.001458	814.087830	5
27	1323	3779	3779	4	0	1	0	3.079873	0.001458	813.140320	27
7	1352	3840	3840	5	0	1	0	2.987337	0.001458	814.412109	7
1	254	3906	3906	3	0	0	0	1.993773	0.001458	815.683105	1
1	254	3903	3903	3	0	0	0	1.968442	0.001458	815.621704	1
2	254	3904	3904	3	0	0	0	1.973645	0.001458	815.627075	2
6	102	3882	3882	2	0	0	0	1.569723	0.001458	815.205872	6
1	1660	3870	3870	4	0	0	0	2.297971	0.001458	814.932983	1
1	2255	3895	3895	5	0	0	2	3.008454	0.001458	815.435791	1
2	500	3905	3905	4	0	0	0	2.482798	0.001458	815.666016	2
4	2636	3894	3894	4	0	0	0	2.957587	0.001458	815.405945	4
1	941	3902	3902	5	0	0	1	3.210609	0.001458	815.571716	1
3	500	3893	3893	4	0	0	0	3.452815	0.001458	815.358521	3
