NumCells	NumSamples	CellsPerSample	SampleDepth	Generation	Identity	DriverIdentity	Parent	Population	BirthRate	MigrationRate	OriginTime	DriverMutations	MigrationMutations	PassengerMutations
6649	2	1000	-1	200.000092	9	9	0	3	1.206277	0.001458	194.086761	1	0	0
6649	4	100	0	200.000092	0	0	0	353	1.000000	0.001458	0.000000	0	0	0
6649	4	100	0	200.000092	9	9	0	0	1.206277	0.001458	194.086761	1	0	0
6649	4	100	1	200.000092	0	0	0	353	1.000000	0.001458	0.000000	0	0	0
6649	4	100	1	200.000092	9	9	0	0	1.206277	0.001458	194.086761	1	0	0
6649	4	100	2	200.000092	0	0	0	361	1.000000	0.001458	0.000000	0	0	0
6649	4	100	2	200.000092	9	9	0	1	1.206277	0.001458	194.086761	1	0	0
6649	4	100	3	200.000092	0	0	0	366	1.000000	0.001458	0.000000	0	0	0
6649	4	100	3	200.000092	9	9	0	2	1.206277	0.001458	194.086761	1	0	0
6649	4	100	4	200.000092	0	0	0	398	1.000000	0.001458	0.000000	0	0	0
6649	4	100	4	200.000092	9	9	0	2	1.206277	0.001458	194.086761	1	0	0
6649	4	100	5	200.000092	0	0	0	399	1.000000	0.001458	0.000000	0	0	0
6649	4	100	5	200.000092	9	9	0	1	1.206277	0.001458	194.086761	1	0	0
6649	4	100	6	200.000092	0	0	0	398	1.000000	0.001458	0.000000	0	0	0
6649	4	100	6	200.000092	9	9	0	2	1.206277	0.001458	194.086761	1	0	0
6649	4	100	7	200.000092	0	0	0	370	1.000000	0.001458	0.000000	0	0	0
6649	4	100	7	200.000092	9	9	0	0	1.206277	0.001458	194.086761	1	0	0
6649	4	100	8	200.000092	0	0	0	371	1.000000	0.001458	0.000000	0	0	0
6649	4	100	8	200.000092	9	9	0	0	1.206277	0.001458	194.086761	1	0	0
6649	4	100	9	200.000092	0	0	0	396	1.000000	0.001458	0.000000	0	0	0
6649	4	100	9	200.000092	9	9	0	0	1.206277	0.001458	194.086761	1	0	0
6649	4	100	10	200.000092	0	0	0	400	1.000000	0.001458	0.000000	0	0	0
6649	4	100	10	200.000092	9	9	0	0	1.206277	0.001458	194.086761	1	0	0
6649	4	100	-1	200.000092	0	0	0	398	1.000000	0.001458	0.000000	0	0	0
6649	4	100	-1	200.000092	9	9	0	2	1.206277	0.001458	194.086761	1	0	0
6649	4	1000	0	200.000092	0	0	0	1559	1.000000	0.001458	0.000000	0	0	0
6649	4	1000	0	200.000092	9	9	0	1	1.206277	0.001458	194.086761	1	0	0
6649	4	1000	1	200.000092	0	0	0	1887	1.000000	0.001458	0.000000	0	0	0
6649	4	1000	1	200.000092	9	9	0	2	1.206277	0.001458	194.086761	1	0	0
6649	4	1000	2	200.000092	0	0	0	2316	1.000000	0.001458	0.000000	0	0	0
6649	4	1000	2	200.000092	9	9	0	9	1.206277	0.001458	194.086761	1	0	0
6649	4	1000	3	200.000092	0	0	0	2686	1.000000	0.001458	0.000000	0	0	0
6649	4	1000	3	200.000092	9	9	0	9	1.206277	0.001458	194.086761	1	0	0
6649	4	1000	4	200.000092	0	0	0	3181	1.000000	0.001458	0.000000	0	0	0
6649	4	1000	4	200.000092	9	9	0	12	1.206277	0.001458	194.086761	1	0	0
6649	4	1000	5	200.000092	0	0	0	3303	1.000000	0.001458	0.000000	0	0	0
6649	4	1000	5	200.000092	9	9	0	12	1.206277	0.001458	194.086761	1	0	0
6649	4	1000	6	200.000092	0	0	0	3357	1.000000	0.001458	0.000000	0	0	0
6649	4	1000	6	200.000092	9	9	0	12	1.206277	0.001458	194.086761	1	0	0
6649	4	1000	7	200.000092	0	0	0	3098	1.000000	0.001458	0.000000	0	0	0
6649	4	1000	7	200.000092	9	9	0	10	1.206277	0.001458	194.086761	1	0	0
6649	4	1000	8	200.000092	0	0	0	3098	1.000000	0.001458	0.000000	0	0	0
6649	4	1000	8	200.000092	9	9	0	6	1.206277	0.001458	194.086761	1	0	0
6649	4	1000	9	200.000092	0	0	0	3268	1.000000	0.001458	0.000000	0	0	0
6649	4	1000	9	200.000092	9	9	0	4	1.206277	0.001458	194.086761	1	0	0
6649	4	1000	10	200.000092	0	0	0	3315	1.000000	0.001458	0.000000	0	0	0
6649	4	1000	10	200.000092	9	9	0	6	1.206277	0.001458	194.086761	1	0	0
6649	4	1000	-1	200.000092	0	0	0	3996	1.000000	0.001458	0.000000	0	0	0
6649	4	1000	-1	200.000092	9	9	0	4	1.206277	0.001458	194.086761	1	0	0
