Generation	Size	Frequency	Count
0.000000	1	1.000000	1
0.000000	2	2.000000	0
0.000000	3	3.000000	0
0.000000	4	4.000000	0
0.000000	5	5.000000	0
0.000000	6	6.000000	0
0.000000	7	7.000000	0
0.000000	8	8.000000	0
0.000000	9	9.000000	0
0.000000	10	10.000000	0
10.019196	1	0.035714	5
10.019196	2	0.071429	2
10.019196	3	0.107143	0
10.019196	4	0.142857	0
10.019196	5	0.178571	0
10.019196	6	0.214286	0
10.019196	7	0.250000	1
10.019196	8	0.285714	0
10.019196	9	0.321429	0
10.019196	10	0.357143	0
10.019196	12	0.428571	1
20.037031	1	0.010309	9
20.037031	2	0.020619	7
20.037031	3	0.030928	2
20.037031	4	0.041237	2
20.037031	5	0.051546	3
20.037031	6	0.061856	0
20.037031	7	0.072165	1
20.037031	8	0.082474	1
20.037031	9	0.092784	1
20.037031	10	0.103093	0
20.037031	21	0.216495	1
30.044741	1	0.005076	33
30.044741	2	0.010152	11
30.044741	3	0.015228	5
30.044741	4	0.020305	1
30.044741	5	0.025381	4
30.044741	6	0.030457	3
30.044741	7	0.035533	2
30.044741	8	0.040609	4
30.044741	9	0.045685	1
30.044741	10	0.050761	0
30.044741	13	0.065990	1
30.044741	17	0.086294	1
40.049496	1	0.002890	81
40.049496	2	0.005780	20
40.049496	3	0.008671	12
40.049496	4	0.011561	6
40.049496	5	0.014451	9
40.049496	6	0.017341	7
40.049496	7	0.020231	5
40.049496	8	0.023121	1
40.049496	9	0.026012	0
40.049496	10	0.028902	0
40.049496	19	0.054913	1
40.049496	16	0.046243	1
50.052204	1	0.002212	73
50.052204	2	0.004425	36
50.052204	3	0.006637	20
50.052204	4	0.008850	15
50.052204	5	0.011062	5
50.052204	6	0.013274	6
50.052204	7	0.015487	2
50.052204	8	0.017699	2
50.052204	9	0.019912	1
50.052204	10	0.022124	2
50.052204	11	0.024336	2
50.052204	12	0.026549	1
50.052204	14	0.030973	1
50.052204	19	0.042035	1
60.056553	1	0.002016	111
60.056553	2	0.004032	43
60.056553	3	0.006048	16
60.056553	4	0.008065	9
60.056553	5	0.010081	2
60.056553	6	0.012097	5
60.056553	7	0.014113	4
60.056553	8	0.016129	4
60.056553	9	0.018145	1
60.056553	10	0.020161	1
60.056553	16	0.032258	3
60.056553	17	0.034274	2
60.056553	14	0.028226	1
70.060364	1	0.002123	84
70.060364	2	0.004246	35
70.060364	3	0.006369	20
70.060364	4	0.008493	6
70.060364	5	0.010616	10
70.060364	6	0.012739	6
70.060364	7	0.014862	6
70.060364	8	0.016985	2
70.060364	9	0.019108	1
70.060364	10	0.021231	3
70.060364	12	0.025478	2
70.060364	11	0.023355	1
70.060364	15	0.031847	1
80.062851	1	0.001808	113
80.062851	2	0.003617	36
80.062851	3	0.005425	27
80.062851	4	0.007233	10
80.062851	5	0.009042	15
80.062851	6	0.010850	7
80.062851	7	0.012658	5
80.062851	8	0.014467	4
80.062851	9	0.016275	1
80.062851	10	0.018083	0
80.062851	16	0.028933	1
80.062851	13	0.023508	1
80.062851	14	0.025316	1
80.062851	11	0.019892	1
90.064407	1	0.001621	130
90.064407	2	0.003241	27
90.064407	3	0.004862	31
90.064407	4	0.006483	15
90.064407	5	0.008104	13
90.064407	6	0.009724	5
90.064407	7	0.011345	2
90.064407	8	0.012966	4
90.064407	9	0.014587	1
90.064407	10	0.016207	0
90.064407	11	0.017828	2
90.064407	16	0.025932	2
90.064407	15	0.024311	1
90.064407	34	0.055105	1
90.064407	14	0.022690	1
90.064407	13	0.021070	1
100.068428	1	0.001319	165
100.068428	2	0.002639	73
100.068428	3	0.003958	25
100.068428	4	0.005277	23
100.068428	5	0.006596	10
100.068428	6	0.007916	11
100.068428	7	0.009235	5
100.068428	8	0.010554	8
100.068428	9	0.011873	2
100.068428	10	0.013193	1
100.068428	13	0.017150	2
100.068428	11	0.014512	1
110.071037	1	0.000994	166
110.071037	2	0.001988	74
110.071037	3	0.002982	37
110.071037	4	0.003976	26
110.071037	5	0.004970	16
110.071037	6	0.005964	16
110.071037	7	0.006958	5
110.071037	8	0.007952	6
110.071037	9	0.008946	6
110.071037	10	0.009940	3
110.071037	13	0.012922	2
110.071037	14	0.013917	2
110.071037	11	0.010934	3
110.071037	12	0.011928	2
110.071037	23	0.022863	1
120.073700	1	0.000651	273
120.073700	2	0.001302	118
120.073700	3	0.001953	70
120.073700	4	0.002604	28
120.073700	5	0.003255	23
120.073700	6	0.003906	20
120.073700	7	0.004557	13
120.073700	8	0.005208	8
120.073700	9	0.005859	10
120.073700	10	0.006510	3
120.073700	17	0.011068	2
120.073700	20	0.013021	1
120.073700	14	0.009115	3
120.073700	11	0.007161	2
120.073700	13	0.008464	1
120.073700	12	0.007812	2
120.073700	24	0.015625	1
120.073700	16	0.010417	1
130.074921	1	0.000494	392
130.074921	2	0.000988	150
130.074921	3	0.001481	75
130.074921	4	0.001975	44
130.074921	5	0.002469	34
130.074921	6	0.002963	29
130.074921	7	0.003457	10
130.074921	8	0.003951	13
130.074921	9	0.004444	11
130.074921	10	0.004938	9
130.074921	27	0.013333	1
130.074921	11	0.005432	5
130.074921	12	0.005926	3
130.074921	13	0.006420	1
130.074921	23	0.011358	1
130.074921	15	0.007407	1
130.074921	25	0.012346	1
130.074921	17	0.008395	1
130.074921	14	0.006914	1
140.076202	1	0.000398	484
140.076202	2	0.000796	184
140.076202	3	0.001194	104
140.076202	4	0.001592	65
140.076202	5	0.001990	44
140.076202	6	0.002388	25
