Population	Parent	Identity	DriverIdentity	DriverMutations	MigrationMutations	Immortal	PassengerMutations	BirthRate	MigrationRate	OriginTime	Descendants
2	1390	3754	3754	6	0	0	1	4.725620	0.001458	585.193054	2
13	208	3231	3231	4	0	1	1	2.940531	0.001458	576.851318	13
202	1390	3164	3164	6	0	1	1	5.040181	0.001458	575.754089	202
6	208	3521	3521	4	0	0	1	2.568672	0.001458	581.720825	6
51	44	3223	3223	3	0	1	1	1.877524	0.001458	576.768188	51
110	208	3349	3349	4	0	1	1	2.622993	0.001458	578.884766	110
596	1390	3197	3197	6	0	1	1	5.248055	0.001458	576.372681	596
4	796	3533	3533	4	0	0	1	2.531456	0.001458	581.886414	4
36	2102	3564	3564	5	0	1	1	3.438595	0.001458	582.283569	36
286	698	3131	3131	4	0	1	1	2.998669	0.001458	575.064392	286
21	2207	3208	3208	6	0	1	1	4.136058	0.001458	576.560974	21
1	1390	3797	3797	6	0	0	1	4.679919	0.001458	585.903015	1
41	44	3213	3213	3	0	1	1	2.043833	0.001458	576.609741	41
27	698	3346	3346	4	0	1	2	2.613568	0.001458	578.858337	27
824	1390	3201	3201	6	0	1	2	5.875531	0.001458	576.443848	824
28	1453	3395	3395	5	0	1	1	3.715282	0.001458	579.634094	28
23	1453	3458	3458	5	0	1	1	3.749762	0.001458	580.855713	23
40	1453	3269	3269	5	0	1	2	3.902047	0.001458	577.500183	40
26	1513	3639	3639	5	0	1	1	3.959359	0.001458	583.529480	26
1	1390	3802	3802	6	0	0	1	4.741870	0.001458	586.029297	1
14	208	3638	3638	4	0	1	1	2.999967	0.001458	583.504211	14
351	1390	3239	3239	6	0	1	3	5.038315	0.001458	577.031250	351
4	1453	3740	3740	5	0	0	1	3.627053	0.001458	585.042053	4
535	1390	3272	3272	6	0	1	1	5.319574	0.001458	577.545959	535
9	208	3278	3278	4	0	1	1	2.452854	0.001458	577.726196	9
134	1390	3446	3446	6	0	1	1	5.082962	0.001458	580.665466	134
662	1660	3295	3295	5	0	1	1	4.353095	0.001458	578.056274	662
30	208	3324	3324	4	0	1	1	2.445370	0.001458	578.568176	30
3	1390	3361	3361	6	0	1	1	4.775356	0.001458	579.018616	3
18	1453	3489	3489	5	0	1	1	3.917942	0.001458	581.267883	18
18	1390	3416	3416	6	0	1	2	4.818141	0.001458	579.995361	18
29	208	3367	3367	4	0	1	2	2.613082	0.001458	579.110840	29
4	44	3363	3363	3	0	1	1	2.007880	0.001458	579.047485	4
43	2102	3376	3376	5	0	1	1	3.419566	0.001458	579.244629	43
3	208	3786	3786	4	0	0	1	2.702794	0.001458	585.737610	3
106	1390	3481	3481	6	0	1	2	4.839291	0.001458	581.120605	106
3	1390	3759	3759	6	0	1	1	4.993997	0.001458	585.346558	3
335	1390	3508	3508	6	0	1	1	5.697173	0.001458	581.562683	335
2	44	3760	3760	3	0	0	1	1.818557	0.001458	585.356567	2
7	44	3407	3407	3	0	1	1	1.941612	0.001458	579.768372	7
2	1390	3783	3783	6	0	0	1	5.344494	0.001458	585.710083	2
1	208	3514	3514	4	0	1	1	2.562210	0.001458	581.644897	1
3	1390	3744	3744	6	0	1	1	5.415207	0.001458	585.058716	3
17	496	3664	3664	3	0	1	1	1.847960	0.001458	584.010193	17
8	1453	3654	3654	5	0	1	1	4.078183	0.001458	583.786499	8
4	44	3647	3647	3	0	0	1	1.814177	0.001458	583.620789	4
26	1453	3653	3653	5	0	1	1	3.615170	0.001458	583.746582	26
13	496	3600	3600	3	0	1	0	1.835356	0.001458	582.959045	13
1	496	3755	3755	3	0	0	0	1.800204	0.001458	585.223694	1
2	44	3787	3787	3	0	0	1	2.025242	0.001458	585.750427	2
3	208	3563	3563	4	0	0	2	2.462819	0.001458	582.274475	3
1	1390	3794	3794	6	0	0	1	4.748388	0.001458	585.836426	1
62	1390	3578	3578	6	0	1	1	5.604287	0.001458	582.504456	62
2	44	3801	3801	3	0	0	1	1.893795	0.001458	586.004700	2
5	1927	3777	3777	7	0	0	1	6.944163	0.001458	585.654358	5
2	1238	3635	3635	4	0	0	2	2.433440	0.001458	583.457520	2
1	1390	3795	3795	6	0	0	1	4.682355	0.001458	585.875366	1
3	208	3723	3723	4	0	0	1	2.491347	0.001458	584.766663	3
5	1390	3768	3768	6	0	1	1	5.137002	0.001458	585.460144	5
7	2448	3734	3734	8	0	0	1	6.808075	0.001458	584.917786	7
1	2890	3800	3800	8	0	0	1	7.446094	0.001458	585.980347	1
1	796	3741	3741	4	0	0	1	2.446235	0.001458	585.042480	1
1	44	3742	3742	3	0	0	2	1.795511	0.001458	585.047974	1
5	1927	3775	3775	7	0	0	1	6.043119	0.001458	585.638855	5
12	1453	3672	3672	5	0	1	1	3.880889	0.001458	584.117004	12
4	1513	3776	3776	5	0	0	1	3.095039	0.001458	585.652344	4
12	1390	3735	3735	6	0	1	1	5.728543	0.001458	584.934143	12
16	1447	3721	3721	5	0	1	1	2.802560	0.001458	584.743713	16
1	2448	3728	3728	8	0	1	1	6.951122	0.001458	584.859497	1
2	1390	3762	3762	6	0	0	1	4.865853	0.001458	585.391602	2
1	208	3796	3796	4	0	0	1	2.524065	0.001458	585.899292	1
1	44	3788	3788	3	0	0	1	2.658038	0.001458	585.773865	1
3	1453	3746	3746	5	0	0	1	4.355055	0.001458	585.089844	3
4	1390	3792	3792	6	0	0	1	4.897736	0.001458	585.800781	4
1	44	3798	3798	3	0	0	1	1.909181	0.001458	585.956299	1
