Generation	NumCells	TotalBirths	TotalDeaths	TotalMigrations	Passengers	Drivers	VarPassengers	VarDrivers	MeanBirthRate	MeanMigrationRate	VarBirthRate	VarMigRate	NumClones	NumGenotypes	NumDriverGenotypes	NumDemes	NumNon-EmptyDemes	MatrixColumns	DriverMatrixColumns	EverGenotypes	CellsWith0Drivers	CellsWith1Drivers	CellsWith2Drivers	CellsWith3Drivers	CellsWith4Drivers	CellsWith5Drivers	CellsWith6Drivers	CellsWith7Drivers	CellsWith8Drivers	CellsWith9Drivers	CellsWith10Drivers
249.079300	9658	812196	802539	1220	52.641541	0.079209	61.736240	0.072937	1.016080e+00	1.457678e-03	3.012158e-03	0.000000e+00	3742	3725	3	37	28	47942	5	154276	8893	765	0	0	0	0	0	0	0	0	0
250.079330	9724	822119	812396	1236	52.940147	0.081139	62.684795	0.074557	1.016503e+00	1.457678e-03	3.089835e-03	0.000000e+00	3775	3759	3	37	29	48560	5	156162	8935	789	0	0	0	0	0	0	0	0	0
251.079361	9806	832112	822307	1252	53.238628	0.081991	64.538994	0.075267	1.016661e+00	1.457678e-03	3.114111e-03	0.000000e+00	3800	3779	3	37	30	49166	5	158102	9002	804	0	0	0	0	0	0	0	0	0
252.079407	9826	842062	832237	1271	53.450336	0.088744	65.339058	0.080867	1.018029e+00	1.457678e-03	3.344410e-03	0.000000e+00	3822	3803	3	37	30	49744	5	160046	8954	872	0	0	0	0	0	0	0	0	0
253.079468	9897	852207	842311	1287	53.664543	0.095483	64.595253	0.086364	1.019326e+00	1.457678e-03	3.546652e-03	0.000000e+00	3819	3799	3	37	30	50290	5	161955	8952	945	0	0	0	0	0	0	0	0	0
254.079468	9980	862533	852554	1307	53.822746	0.099198	63.493034	0.089356	1.020114e+00	1.457678e-03	3.682020e-03	0.000000e+00	3787	3772	3	37	29	50869	5	163882	8990	990	0	0	0	0	0	0	0	0	0
255.079483	10064	872686	862623	1328	54.106518	0.108605	64.367416	0.096806	1.021965e+00	1.457678e-03	3.970892e-03	0.000000e+00	3840	3824	4	38	29	51488	5	165815	8971	1093	0	0	0	0	0	0	0	0	0
256.079559	10114	883008	872895	1340	54.236504	0.116077	64.340439	0.102606	1.023482e+00	1.457678e-03	4.210630e-03	0.000000e+00	3906	3892	4	38	31	52160	5	167847	8940	1174	0	0	0	0	0	0	0	0	0
257.079559	10205	893377	883173	1354	54.512005	0.121901	65.091141	0.107040	1.024626e+00	1.457678e-03	4.380505e-03	0.000000e+00	3975	3963	3	39	31	52758	5	169855	8961	1244	0	0	0	0	0	0	0	0	0
258.079620	10329	904034	893706	1364	54.777325	0.126634	63.095337	0.110596	1.025580e+00	1.457678e-03	4.525335e-03	0.000000e+00	4060	4049	3	39	30	53436	5	171909	9021	1308	0	0	0	0	0	0	0	0	0
259.079651	10384	914538	904155	1382	54.886269	0.135882	62.371365	0.117420	1.027410e+00	1.457678e-03	4.791733e-03	0.000000e+00	4082	4067	3	39	31	54049	5	173922	8973	1411	0	0	0	0	0	0	0	0	0
260.079651	10457	925366	914910	1392	55.074207	0.142775	62.370895	0.122392	1.028862e+00	1.457678e-03	5.014777e-03	0.000000e+00	4058	4043	3	39	29	54644	5	175958	8964	1493	0	0	0	0	0	0	0	0	0
261.079681	10505	936219	925715	1413	55.224083	0.150024	62.078072	0.127515	1.030326e+00	1.457678e-03	5.224678e-03	0.000000e+00	4132	4109	3	41	31	55315	5	178076	8929	1576	0	0	0	0	0	0	0	0	0
262.079681	10606	946968	936363	1435	55.423061	0.164907	61.564526	0.137717	1.033310e+00	1.457678e-03	5.634998e-03	0.000000e+00	4159	4136	3	41	32	55936	5	180141	8857	1749	0	0	0	0	0	0	0	0	0
263.079742	10678	957834	947157	1451	55.611164	0.166042	60.984547	0.138474	1.033544e+00	1.457678e-03	5.667555e-03	0.000000e+00	4207	4184	3	42	33	56600	5	182256	8905	1773	0	0	0	0	0	0	0	0	0
264.079742	10743	968742	958000	1465	55.756584	0.174253	60.954697	0.143889	1.035156e+00	1.457678e-03	5.874594e-03	0.000000e+00	4158	4140	3	43	33	57187	5	184289	8871	1872	0	0	0	0	0	0	0	0	0
265.079742	10788	979733	968946	1481	55.759270	0.182981	61.172646	0.149498	1.036906e+00	1.457678e-03	6.100708e-03	0.000000e+00	4158	4141	3	43	34	57813	5	186377	8814	1974	0	0	0	0	0	0	0	0	0
266.079742	10912	990879	979968	1494	55.936401	0.191624	60.683693	0.154906	1.038647e+00	1.457678e-03	6.320686e-03	0.000000e+00	4118	4098	3	43	33	58401	5	188473	8821	2091	0	0	0	0	0	0	0	0	0
267.079803	11085	1002385	991301	1513	56.105099	0.192873	60.845619	0.155673	1.038911e+00	1.457678e-03	6.355633e-03	0.000000e+00	4235	4212	3	44	36	59115	5	190669	8947	2138	0	0	0	0	0	0	0	0	0
268.079926	11152	1013950	1002799	1530	56.195930	0.205434	62.110786	0.163232	1.041424e+00	1.457678e-03	6.659724e-03	0.000000e+00	4311	4291	4	44	37	59804	5	192912	8861	2291	0	0	0	0	0	0	0	0	0
269.079926	11303	1025891	1014589	1549	56.389809	0.213926	61.389751	0.168165	1.043114e+00	1.457678e-03	6.853085e-03	0.000000e+00	4338	4318	3	44	34	60531	5	195228	8885	2418	0	0	0	0	0	0	0	0	0
270.079926	11343	1037559	1026217	1566	56.673016	0.220136	60.993725	0.171677	1.044367e+00	1.457678e-03	6.996895e-03	0.000000e+00	4397	4370	3	44	35	61258	5	197498	8846	2497	0	0	0	0	0	0	0	0	0
271.079956	11426	1049289	1037864	1580	56.805882	0.224488	61.007236	0.174099	1.045213e+00	1.457678e-03	7.086464e-03	0.000000e+00	4474	4451	3	44	35	61961	5	199755	8861	2565	0	0	0	0	0	0	0	0	0
