Generation	NumCells	TotalBirths	TotalDeaths	TotalMigrations	Passengers	Drivers	VarPassengers	VarDrivers	MeanBirthRate	MeanMigrationRate	VarBirthRate	VarMigRate	NumClones	NumGenotypes	NumDriverGenotypes	NumDemes	NumNon-EmptyDemes	MatrixColumns	DriverMatrixColumns	EverGenotypes	CellsWith0Drivers	CellsWith1Drivers	CellsWith2Drivers	CellsWith3Drivers	CellsWith4Drivers	CellsWith5Drivers	CellsWith6Drivers	CellsWith7Drivers	CellsWith8Drivers	CellsWith9Drivers	CellsWith10Drivers
532.088318	219329	21340062	21120734	31121	138.164490	2.337607	45.795162	0.411869	2.470710e+00	1.457678e-03	8.585724e-02	0.000000e+00	84562	84156	45	484	470	1253037	77	4063424	0	24	165836	32870	20596	3	0	0	0	0	0
533.088318	224509	21889092	21664584	31923	138.670425	2.348757	46.555752	0.424481	2.476016e+00	1.457678e-03	8.893869e-02	0.000000e+00	86740	86303	44	499	486	1285578	80	4168341	0	5	168321	34069	22107	7	0	0	0	0	0
534.088318	229825	22454166	22224342	32741	139.154846	2.358690	47.511795	0.433578	2.480483e+00	1.457678e-03	9.154242e-02	0.000000e+00	88403	87996	45	507	495	1318604	80	4275930	0	3	170771	35686	23342	23	0	0	0	0	0
535.088318	235016	23032169	22797154	33610	139.671356	2.366609	48.500675	0.440250	2.483630e+00	1.457678e-03	9.315360e-02	0.000000e+00	90394	89961	42	522	509	1352236	80	4385609	0	1	173306	37290	24387	32	0	0	0	0	0
536.088318	240004	23622438	23382435	34460	140.150635	2.373969	49.665276	0.446236	2.486639e+00	1.457678e-03	9.477544e-02	0.000000e+00	92150	91720	43	538	526	1386669	81	4497912	0	0	175675	38922	25389	18	0	0	0	0	0
537.088318	245674	24227561	23981888	35339	140.639053	2.378261	50.711395	0.449668	2.488780e+00	1.457678e-03	9.593256e-02	0.000000e+00	94778	94327	44	546	537	1422445	86	4613455	0	0	179079	40289	26278	28	0	0	0	0	0
538.088318	251801	24846452	24594652	36241	141.156052	2.383247	51.396191	0.454696	2.491492e+00	1.457678e-03	9.727419e-02	0.000000e+00	96437	95988	46	555	549	1458123	88	4730413	0	0	182693	41773	27276	59	0	0	0	0	0
539.088318	258332	25481399	25223068	37138	141.660370	2.387846	51.920288	0.458232	2.493629e+00	1.457678e-03	9.836581e-02	0.000000e+00	98590	98112	45	570	564	1495144	88	4851042	0	0	186586	43363	28319	64	0	0	0	0	0
540.088318	265660	26134997	25869338	38057	142.159683	2.393492	52.656425	0.462194	2.495895e+00	1.457678e-03	9.940612e-02	0.000000e+00	101437	100953	46	578	573	1533471	91	4975320	0	0	190752	45332	29525	51	0	0	0	0	0
541.088318	273433	26809361	26535929	39114	142.648331	2.397959	53.539074	0.465322	2.497617e+00	1.457678e-03	1.003098e-01	0.000000e+00	104861	104336	48	597	590	1573403	95	5104140	0	0	195346	47495	30456	136	0	0	0	0	0
542.088318	280705	27502135	27221431	40155	143.162613	2.403961	54.911186	0.468970	2.500028e+00	1.457678e-03	1.017536e-01	0.000000e+00	107661	107165	51	616	606	1614285	96	5236087	0	0	199154	49880	31499	172	0	0	0	0	0
543.088318	287295	28213071	27925777	41193	143.642227	2.411010	56.181686	0.474485	2.503137e+00	1.457678e-03	1.034071e-01	0.000000e+00	110555	110036	51	627	614	1655905	98	5371340	0	0	202311	52162	32547	275	0	0	0	0	0
544.088318	293669	28940691	28647023	42265	144.117996	2.416806	57.920898	0.478630	2.506050e+00	1.457678e-03	1.050655e-01	0.000000e+00	112678	112154	59	642	631	1698051	104	5509974	0	0	205584	54071	33710	304	0	0	0	0	0
545.088318	299828	29685719	29385892	43348	144.621155	2.422539	59.271408	0.486259	2.509183e+00	1.457678e-03	1.072563e-01	0.000000e+00	115491	114939	53	653	646	1741743	105	5652156	0	0	208995	55448	34914	471	0	0	0	0	0
546.088379	306380	30446307	30139928	44415	145.194031	2.430567	60.675819	0.494614	2.513267e+00	1.457678e-03	1.096267e-01	0.000000e+00	117675	117104	59	666	657	1785705	106	5796951	0	0	212027	57388	36366	599	0	0	0	0	0
547.088379	313679	31226550	30912872	45585	145.728027	2.437109	61.906120	0.501240	2.517035e+00	1.457678e-03	1.119935e-01	0.000000e+00	120903	120317	59	682	671	1831772	107	5946310	0	0	216012	58868	38153	646	0	0	0	0	0
548.088379	321086	32025496	31704411	46772	146.238953	2.444012	63.172634	0.508468	2.520809e+00	1.457678e-03	1.139442e-01	0.000000e+00	123389	122785	61	694	683	1878551	112	6098278	0	0	219782	60742	39862	700	0	0	0	0	0
549.088379	327533	32843177	32515645	47979	146.749420	2.453151	64.542389	0.517656	2.525237e+00	1.457678e-03	1.164899e-01	0.000000e+00	125849	125235	59	707	698	1925969	113	6253408	0	0	222418	62747	41429	939	0	0	0	0	0
550.088379	333804	33680011	33346208	49216	147.282135	2.461831	65.699898	0.526499	2.529383e+00	1.457678e-03	1.187143e-01	0.000000e+00	128422	127819	65	721	713	1974657	115	6412552	0	0	224812	64992	42831	1169	0	0	0	0	0
551.088379	340333	34533164	34192832	50501	147.821579	2.471071	66.958473	0.533571	2.533796e+00	1.457678e-03	1.209485e-01	0.000000e+00	130582	129957	64	732	720	2024008	119	6574620	0	0	227092	67515	44372	1354	0	0	0	0	0
552.088379	347038	35404547	35057510	51742	148.344940	2.478138	68.108383	0.539451	2.537363e+00	1.457678e-03	1.227386e-01	0.000000e+00	133678	133026	64	743	733	2075156	119	6740364	0	0	229874	69911	45738	1515	0	0	0	0	0
553.088379	353939	36296499	35942561	53078	148.839020	2.483996	69.189545	0.543553	2.540895e+00	1.457678e-03	1.244061e-01	0.000000e+00	136471	135814	62	761	749	2127182	119	6909659	0	0	233024	72143	47154	1618	0	0	0	0	0
554.088379	359837	37203609	36843773	54362	149.361069	2.490892	70.349022	0.549492	2.544838e+00	1.457678e-03	1.265891e-01	0.000000e+00	138767	138142	70	775	762	2180103	126	7082634	0	0	235278	74307	48422	1830	0	0	0	0	0
555.088379	365362	38127783	37762422	55740	149.899155	2.498612	71.530655	0.554576	2.548849e+00	1.457678e-03	1.281920e-01	0.000000e+00	141200	140512	75	789	783	2233817	132	7259092	0	0	236858	76772	49794	1938	0	0	0	0	0
556.088379	371814	39068370	38696557	57136	150.446884	2.505581	72.856956	0.557296	2.552123e+00	1.457678e-03	1.292032e-01	0.000000e+00	143150	142458	68	809	797	2288309	132	7438246	0	0	239037	79532	51285	1960	0	0	0	0	0
557.088379	379458	40027992	39648535	58529	150.963516	2.511371	74.483170	0.561576	2.555123e+00	1.457678e-03	1.305980e-01	0.000000e+00	145867	145202	67	818	805	2344270	132	7621478	0	0	242498	81926	52984	2050	0	0	0	0	0
558.088379	388167	41010211	40622045	59974	151.507477	2.517141	75.788239	0.566903	2.558297e+00	1.457678e-03	1.322306e-01	0.000000e+00	148944	148225	60	836	827	2401727	132	7808462	0	0	246912	83905	55218	2132	0	0	0	0	0
