Generation	NumSamples	Depth	TargetSampleSize	ActualSampleSize
10.019196	2	6	200	56
10.019196	2	7	200	56
10.019196	2	8	200	56
10.019196	2	9	200	56
10.019196	2	10	200	56
10.019196	2	0	2000	56
10.019196	2	1	2000	56
10.019196	2	2	2000	56
10.019196	2	3	2000	56
10.019196	2	4	2000	56
10.019196	2	5	2000	56
10.019196	2	6	2000	56
10.019196	2	7	2000	56
10.019196	2	8	2000	56
10.019196	2	9	2000	56
10.019196	2	10	2000	56
10.019196	4	0	400	112
10.019196	4	1	400	112
10.019196	4	2	400	112
10.019196	4	3	400	112
10.019196	4	4	400	112
10.019196	4	5	400	112
10.019196	4	6	400	112
10.019196	4	7	400	112
10.019196	4	8	400	112
10.019196	4	9	400	112
10.019196	4	10	400	112
10.019196	4	0	4000	112
10.019196	4	1	4000	112
10.019196	4	2	4000	112
10.019196	4	3	4000	112
10.019196	4	4	4000	112
10.019196	4	5	4000	112
10.019196	4	6	4000	112
10.019196	4	7	4000	112
10.019196	4	8	4000	112
10.019196	4	9	4000	112
10.019196	4	10	4000	112
20.037031	1	0	100	97
20.037031	1	1	100	97
20.037031	1	2	100	97
20.037031	1	3	100	97
20.037031	1	4	100	97
20.037031	1	5	100	97
20.037031	1	6	100	97
20.037031	1	7	100	97
20.037031	1	8	100	97
20.037031	1	9	100	97
20.037031	1	10	100	97
20.037031	1	0	1000	97
20.037031	1	1	1000	97
20.037031	1	2	1000	97
20.037031	1	3	1000	97
20.037031	1	4	1000	97
20.037031	1	5	1000	97
20.037031	1	6	1000	97
20.037031	1	7	1000	97
20.037031	1	8	1000	97
20.037031	1	9	1000	97
20.037031	1	10	1000	97
20.037031	2	0	200	194
20.037031	2	1	200	194
20.037031	2	2	200	194
20.037031	2	3	200	194
20.037031	2	4	200	194
20.037031	2	5	200	194
20.037031	2	6	200	194
20.037031	2	7	200	194
20.037031	2	8	200	194
20.037031	2	9	200	194
20.037031	2	10	200	194
20.037031	2	0	2000	194
20.037031	2	1	2000	194
20.037031	2	2	2000	194
20.037031	2	3	2000	194
20.037031	2	4	2000	194
20.037031	2	5	2000	194
20.037031	2	6	2000	194
20.037031	2	7	2000	194
20.037031	2	8	2000	194
20.037031	2	9	2000	194
20.037031	2	10	2000	194
20.037031	4	0	400	388
20.037031	4	1	400	388
20.037031	4	2	400	388
20.037031	4	3	400	388
20.037031	4	4	400	388
20.037031	4	5	400	388
20.037031	4	6	400	388
20.037031	4	7	400	388
20.037031	4	8	400	388
20.037031	4	9	400	388
20.037031	4	10	400	388
20.037031	4	0	4000	388
20.037031	4	1	4000	388
20.037031	4	2	4000	388
20.037031	4	3	4000	388
20.037031	4	4	4000	388
20.037031	4	5	4000	388
20.037031	4	6	4000	388
20.037031	4	7	4000	388
20.037031	4	8	4000	388
20.037031	4	9	4000	388
20.037031	4	10	4000	388
30.050573	1	0	100	100
30.050573	1	1	100	100
30.050573	1	2	100	100
30.050573	1	3	100	100
30.050573	1	4	100	100
30.050573	1	5	100	100
30.050573	1	6	100	100
30.050573	1	7	100	100
30.050573	1	8	100	100
30.050573	1	9	100	100
30.050573	1	10	100	100
30.050573	1	0	1000	159
30.050573	1	1	1000	159
30.050573	1	2	1000	159
30.050573	1	3	1000	159
30.050573	1	4	1000	159
30.050573	1	5	1000	159
30.050573	1	6	1000	159
30.050573	1	7	1000	159
30.050573	1	8	1000	159
30.050573	1	9	1000	159
30.050573	1	10	1000	159
30.050573	2	0	200	200
30.050573	2	1	200	200
30.050573	2	2	200	200
30.050573	2	3	200	200
30.050573	2	4	200	200
30.050573	2	5	200	200
30.050573	2	6	200	200
30.050573	2	7	200	200
30.050573	2	8	200	200
30.050573	2	9	200	200
30.050573	2	10	200	200
30.050573	2	0	2000	318
30.050573	2	1	2000	318
30.050573	2	2	2000	318
30.050573	2	3	2000	318
30.050573	2	4	2000	318
30.050573	2	5	2000	318
30.050573	2	6	2000	318
30.050573	2	7	2000	318
30.050573	2	8	2000	318
30.050573	2	9	2000	318
30.050573	2	10	2000	318
30.050573	4	0	400	400
30.050573	4	1	400	400
30.050573	4	2	400	400
30.050573	4	3	400	400
30.050573	4	4	400	400
30.050573	4	5	400	400
30.050573	4	6	400	400
30.050573	4	7	400	400
30.050573	4	8	400	400
30.050573	4	9	400	400
30.050573	4	10	400	400
30.050573	4	0	4000	636
30.050573	4	1	4000	636
30.050573	4	2	4000	636
30.050573	4	3	4000	636
30.050573	4	4	4000	636
30.050573	4	5	4000	636
30.050573	4	6	4000	636
30.050573	4	7	4000	636
30.050573	4	8	4000	636
30.050573	4	9	4000	636
30.050573	4	10	4000	636
40.057194	1	0	100	100
40.057194	1	1	100	100
40.057194	1	2	100	100
40.057194	1	3	100	100
40.057194	1	4	100	100
40.057194	1	5	100	100
40.057194	1	6	100	100
40.057194	1	7	100	100
40.057194	1	8	100	100
40.057194	1	9	100	100
40.057194	1	10	100	100
40.057194	1	0	1000	324
40.057194	1	1	1000	324
40.057194	1	2	1000	324
40.057194	1	3	1000	324
40.057194	1	4	1000	324
40.057194	1	5	1000	324
40.057194	1	6	1000	324
40.057194	1	7	1000	324
40.057194	1	8	1000	324
40.057194	1	9	1000	324
40.057194	1	10	1000	324
40.057194	2	0	200	102
40.057194	2	1	200	102
40.057194	2	2	200	102
40.057194	2	3	200	106
40.057194	2	4	200	123
40.057194	2	5	200	145
40.057194	2	6	200	171
40.057194	2	7	200	194
40.057194	2	8	200	200
40.057194	2	9	200	200
40.057194	2	10	200	200
40.057194	2	0	2000	405
40.057194	2	1	2000	447
40.057194	2	2	2000	495
40.057194	2	3	2000	545
40.057194	2	4	2000	595
40.057194	2	5	2000	646
40.057194	2	6	2000	648
40.057194	2	7	2000	648
40.057194	2	8	2000	648
40.057194	2	9	2000	648
40.057194	2	10	2000	648
40.057194	4	0	400	104
40.057194	4	1	400	104
40.057194	4	2	400	104
40.057194	4	3	400	117
40.057194	4	4	400	168
40.057194	4	5	400	238
40.057194	4	6	400	313
40.057194	4	7	400	383
40.057194	4	8	400	400
40.057194	4	9	400	400
40.057194	4	10	400	400
40.057194	4	0	4000	566
40.057194	4	1	4000	691
40.057194	4	2	4000	833
40.057194	4	3	4000	985
40.057194	4	4	4000	1139
40.057194	4	5	4000	1290
40.057194	4	6	4000	1294
40.057194	4	7	4000	1294
40.057194	4	8	4000	1296
40.057194	4	9	4000	1296
40.057194	4	10	4000	1296
50.059906	1	0	100	100
50.059906	1	1	100	100
50.059906	1	2	100	100
50.059906	1	3	100	100
50.059906	1	4	100	100
50.059906	1	5	100	100
50.059906	1	6	100	100
50.059906	1	7	100	100
50.059906	1	8	100	100
50.059906	1	9	100	100
50.059906	1	10	100	100
50.059906	1	0	1000	433
50.059906	1	1	1000	433
50.059906	1	2	1000	433
50.059906	1	3	1000	433
50.059906	1	4	1000	433
50.059906	1	5	1000	433
50.059906	1	6	1000	433
50.059906	1	7	1000	433
50.059906	1	8	1000	433
50.059906	1	9	1000	433
50.059906	1	10	1000	433
50.059906	2	0	200	118
50.059906	2	1	200	118
50.059906	2	2	200	118
50.059906	2	3	200	120
50.059906	2	4	200	136
50.059906	2	5	200	158
50.059906	2	6	200	182
50.059906	2	7	200	196
50.059906	2	8	200	200
50.059906	2	9	200	200
50.059906	2	10	200	200
50.059906	2	0	2000	530
50.059906	2	1	2000	570
50.059906	2	2	2000	617
50.059906	2	3	2000	670
50.059906	2	4	2000	721
50.059906	2	5	2000	770
50.059906	2	6	2000	816
50.059906	2	7	2000	854
50.059906	2	8	2000	866
50.059906	2	9	2000	866
50.059906	2	10	2000	866
50.059906	4	0	400	228
50.059906	4	1	400	228
50.059906	4	2	400	228
50.059906	4	3	400	235
50.059906	4	4	400	265
50.059906	4	5	400	309
50.059906	4	6	400	359
50.059906	4	7	400	393
50.059906	4	8	400	400
50.059906	4	9	400	400
50.059906	4	10	400	400
50.059906	4	0	4000	1052
50.059906	4	1	4000	1134
50.059906	4	2	4000	1225
50.059906	4	3	4000	1335
50.059906	4	4	4000	1446
50.059906	4	5	4000	1545
50.059906	4	6	4000	1638
50.059906	4	7	4000	1714
50.059906	4	8	4000	1732
50.059906	4	9	4000	1732
50.059906	4	10	4000	1732
60.063789	1	0	100	100
60.063789	1	1	100	100
60.063789	1	2	100	100
60.063789	1	3	100	100
60.063789	1	4	100	100
60.063789	1	5	100	100
60.063789	1	6	100	100
60.063789	1	7	100	100
60.063789	1	8	100	100
60.063789	1	9	100	100
60.063789	1	10	100	100
60.063789	1	0	1000	538
60.063789	1	1	1000	538
60.063789	1	2	1000	538
60.063789	1	3	1000	538
60.063789	1	4	1000	538
60.063789	1	5	1000	538
60.063789	1	6	1000	538
60.063789	1	7	1000	538
60.063789	1	8	1000	538
60.063789	1	9	1000	538
60.063789	1	10	1000	538
60.063789	2	0	200	125
60.063789	2	1	200	125
60.063789	2	2	200	125
60.063789	2	3	200	128
60.063789	2	4	200	143
60.063789	2	5	200	164
60.063789	2	6	200	188
60.063789	2	7	200	195
60.063789	2	8	200	200
60.063789	2	9	200	200
60.063789	2	10	200	200
60.063789	2	0	2000	642
60.063789	2	1	2000	683
60.063789	2	2	2000	727
60.063789	2	3	2000	781
60.063789	2	4	2000	841
60.063789	2	5	2000	890
60.063789	2	6	2000	936
60.063789	2	7	2000	975
60.063789	2	8	2000	1076
60.063789	2	9	2000	1076
60.063789	2	10	2000	1076
60.063789	4	0	400	244
60.063789	4	1	400	244
60.063789	4	2	400	244
60.063789	4	3	400	249
60.063789	4	4	400	281
60.063789	4	5	400	323
60.063789	4	6	400	372
60.063789	4	7	400	391
60.063789	4	8	400	400
60.063789	4	9	400	400
60.063789	4	10	400	400
60.063789	4	0	4000	1278
60.063789	4	1	4000	1360
60.063789	4	2	4000	1450
60.063789	4	3	4000	1559
60.063789	4	4	4000	1680
60.063789	4	5	4000	1781
60.063789	4	6	4000	1875
60.063789	4	7	4000	1952
60.063789	4	8	4000	2152
60.063789	4	9	4000	2152
60.063789	4	10	4000	2152
70.066063	1	0	100	4
70.066063	1	1	100	4
70.066063	1	2	100	4
70.066063	1	3	100	18
70.066063	1	4	100	44
70.066063	1	5	100	74
70.066063	1	6	100	99
70.066063	1	7	100	100
70.066063	1	8	100	100
70.066063	1	9	100	100
70.066063	1	10	100	100
70.066063	1	0	1000	83
70.066063	1	1	1000	134
70.066063	1	2	1000	195
70.066063	1	3	1000	269
70.066063	1	4	1000	348
70.066063	1	5	1000	421
70.066063	1	6	1000	582
70.066063	1	7	1000	616
70.066063	1	8	1000	656
70.066063	1	9	1000	654
70.066063	1	10	1000	649
70.066063	2	0	200	47
70.066063	2	1	200	47
70.066063	2	2	200	61
70.066063	2	3	200	108
70.066063	2	4	200	107
70.066063	2	5	200	135
70.066063	2	6	200	160
70.066063	2	7	200	161
70.066063	2	8	200	190
70.066063	2	9	200	192
70.066063	2	10	200	200
70.066063	2	0	2000	187
70.066063	2	1	2000	239
70.066063	2	2	2000	298
70.066063	2	3	2000	374
70.066063	2	4	2000	451
70.066063	2	5	2000	568
70.066063	2	6	2000	797
70.066063	2	7	2000	881
70.066063	2	8	2000	1032
70.066063	2	9	2000	1143
70.066063	2	10	2000	1296
70.066063	4	0	400	151
70.066063	4	1	400	151
70.066063	4	2	400	180
70.066063	4	3	400	271
70.066063	4	4	400	290
70.066063	4	5	400	318
70.066063	4	6	400	343
70.066063	4	7	400	351
70.066063	4	8	400	379
70.066063	4	9	400	388
70.066063	4	10	400	400
70.066063	4	0	4000	926
70.066063	4	1	4000	986
70.066063	4	2	4000	1047
70.066063	4	3	4000	1121
70.066063	4	4	4000	1201
70.066063	4	5	4000	1369
70.066063	4	6	4000	1676
70.066063	4	7	4000	1860
70.066063	4	8	4000	2133
70.066063	4	9	4000	2346
70.066063	4	10	4000	2617
80.068192	1	0	100	27
80.068192	1	1	100	27
80.068192	1	2	100	27
80.068192	1	3	100	49
80.068192	1	4	100	80
80.068192	1	5	100	95
80.068192	1	6	100	100
80.068192	1	7	100	100
80.068192	1	8	100	100
80.068192	1	9	100	100
80.068192	1	10	100	95
80.068192	1	0	1000	106
80.068192	1	1	1000	164
80.068192	1	2	1000	235
80.068192	1	3	1000	319
80.068192	1	4	1000	404
80.068192	1	5	1000	477
80.068192	1	6	1000	624
80.068192	1	7	1000	671
80.068192	1	8	1000	725
80.068192	1	9	1000	767
80.068192	1	10	1000	660
80.068192	2	0	200	100
80.068192	2	1	200	100
80.068192	2	2	200	110
80.068192	2	3	200	138
80.068192	2	4	200	176
80.068192	2	5	200	195
80.068192	2	6	200	200
80.068192	2	7	200	200
80.068192	2	8	200	196
80.068192	2	9	200	189
80.068192	2	10	200	191
80.068192	2	0	2000	258
80.068192	2	1	2000	389
80.068192	2	2	2000	516
80.068192	2	3	2000	602
80.068192	2	4	2000	688
80.068192	2	5	2000	782
80.068192	2	6	2000	986
80.068192	2	7	2000	1057
80.068192	2	8	2000	1183
80.068192	2	9	2000	1330
80.068192	2	10	2000	1320
80.068192	4	0	400	300
80.068192	4	1	400	300
80.068192	4	2	400	310
80.068192	4	3	400	339
80.068192	4	4	400	371
80.068192	4	5	400	385
80.068192	4	6	400	390
80.068192	4	7	400	392
80.068192	4	8	400	391
80.068192	4	9	400	389
80.068192	4	10	400	389
80.068192	4	0	4000	1195
80.068192	4	1	4000	1365
80.068192	4	2	4000	1538
80.068192	4	3	4000	1679
80.068192	4	4	4000	1835
80.068192	4	5	4000	2003
80.068192	4	6	4000	2265
80.068192	4	7	4000	2394
80.068192	4	8	4000	2567
80.068192	4	9	4000	2851
80.068192	4	10	4000	2841
90.069923	1	0	100	58
90.069923	1	1	100	58
90.069923	1	2	100	60
90.069923	1	3	100	84
90.069923	1	4	100	91
90.069923	1	5	100	98
90.069923	1	6	100	100
90.069923	1	7	100	100
90.069923	1	8	100	100
90.069923	1	9	100	100
90.069923	1	10	100	92
90.069923	1	0	1000	138
90.069923	1	1	1000	198
90.069923	1	2	1000	277
90.069923	1	3	1000	366
90.069923	1	4	1000	456
90.069923	1	5	1000	526
90.069923	1	6	1000	674
90.069923	1	7	1000	725
90.069923	1	8	1000	759
90.069923	1	9	1000	788
90.069923	1	10	1000	700
90.069923	2	0	200	158
90.069923	2	1	200	158
90.069923	2	2	200	156
90.069923	2	3	200	174
90.069923	2	4	200	185
90.069923	2	5	200	198
90.069923	2	6	200	200
90.069923	2	7	200	200
90.069923	2	8	200	198
90.069923	2	9	200	189
90.069923	2	10	200	184
90.069923	2	0	2000	353
90.069923	2	1	2000	484
90.069923	2	2	2000	652
90.069923	2	3	2000	825
90.069923	2	4	2000	922
90.069923	2	5	2000	1004
90.069923	2	6	2000	1162
90.069923	2	7	2000	1221
90.069923	2	8	2000	1304
90.069923	2	9	2000	1435
90.069923	2	10	2000	1399
90.069923	4	0	400	261
90.069923	4	1	400	261
90.069923	4	2	400	260
90.069923	4	3	400	293
90.069923	4	4	400	327
90.069923	4	5	400	366
90.069923	4	6	400	389
90.069923	4	7	400	390
90.069923	4	8	400	392
90.069923	4	9	400	386
90.069923	4	10	400	382
90.069923	4	0	4000	827
90.069923	4	1	4000	1044
90.069923	4	2	4000	1313
90.069923	4	3	4000	1616
90.069923	4	4	4000	1867
90.069923	4	5	4000	2102
90.069923	4	6	4000	2477
90.069923	4	7	4000	2632
90.069923	4	8	4000	2776
90.069923	4	9	4000	2962
90.069923	4	10	4000	3056
100.071671	1	0	100	82
100.071671	1	1	100	82
100.071671	1	2	100	89
100.071671	1	3	100	90
100.071671	1	4	100	94
100.071671	1	5	100	100
100.071671	1	6	100	100
100.071671	1	7	100	100
100.071671	1	8	100	99
100.071671	1	9	100	91
100.071671	1	10	100	90
100.071671	1	0	1000	162
100.071671	1	1	1000	231
100.071671	1	2	1000	324
100.071671	1	3	1000	427
100.071671	1	4	1000	522
100.071671	1	5	1000	682
100.071671	1	6	1000	739
100.071671	1	7	1000	759
100.071671	1	8	1000	791
100.071671	1	9	1000	713
100.071671	1	10	1000	713
100.071671	2	0	200	182
100.071671	2	1	200	182
100.071671	2	2	200	187
100.071671	2	3	200	180
100.071671	2	4	200	185
100.071671	2	5	200	198
100.071671	2	6	200	200
100.071671	2	7	200	200
100.071671	2	8	200	199
100.071671	2	9	200	189
100.071671	2	10	200	182
100.071671	2	0	2000	562
100.071671	2	1	2000	693
100.071671	2	2	2000	861
100.071671	2	3	2000	1054
100.071671	2	4	2000	1205
100.071671	2	5	2000	1349
100.071671	2	6	2000	1399
100.071671	2	7	2000	1406
100.071671	2	8	2000	1449
100.071671	2	9	2000	1419
100.071671	2	10	2000	1425
100.071671	4	0	400	334
100.071671	4	1	400	334
100.071671	4	2	400	340
100.071671	4	3	400	334
100.071671	4	4	400	339
100.071671	4	5	400	368
100.071671	4	6	400	386
100.071671	4	7	400	390
100.071671	4	8	400	391
100.071671	4	9	400	386
100.071671	4	10	400	381
100.071671	4	0	4000	1421
100.071671	4	1	4000	1581
100.071671	4	2	4000	1780
100.071671	4	3	4000	2011
100.071671	4	4	4000	2203
100.071671	4	5	4000	2399
100.071671	4	6	4000	2493
100.071671	4	7	4000	2546
100.071671	4	8	4000	2631
100.071671	4	9	4000	2631
100.071671	4	10	4000	2683
110.072701	1	0	100	100
110.072701	1	1	100	100
110.072701	1	2	100	96
110.072701	1	3	100	90
110.072701	1	4	100	93
110.072701	1	5	100	100
110.072701	1	6	100	100
110.072701	1	7	100	100
110.072701	1	8	100	99
110.072701	1	9	100	90
110.072701	1	10	100	92
110.072701	1	0	1000	195
110.072701	1	1	1000	265
110.072701	1	2	1000	356
110.072701	1	3	1000	460
110.072701	1	4	1000	553
110.072701	1	5	1000	713
110.072701	1	6	1000	749
110.072701	1	7	1000	756
110.072701	1	8	1000	791
110.072701	1	9	1000	710
110.072701	1	10	1000	706
110.072701	2	0	200	200
110.072701	2	1	200	200
110.072701	2	2	200	195
110.072701	2	3	200	180
110.072701	2	4	200	184
110.072701	2	5	200	197
110.072701	2	6	200	200
110.072701	2	7	200	200
110.072701	2	8	200	199
110.072701	2	9	200	191
110.072701	2	10	200	184
110.072701	2	0	2000	649
110.072701	2	1	2000	780
110.072701	2	2	2000	946
110.072701	2	3	2000	1120
110.072701	2	4	2000	1236
110.072701	2	5	2000	1394
110.072701	2	6	2000	1470
110.072701	2	7	2000	1464
110.072701	2	8	2000	1508
110.072701	2	9	2000	1453
110.072701	2	10	2000	1416
110.072701	4	0	400	395
110.072701	4	1	400	395
110.072701	4	2	400	389
110.072701	4	3	400	376
110.072701	4	4	400	383
110.072701	4	5	400	391
110.072701	4	6	400	390
110.072701	4	7	400	390
110.072701	4	8	400	391
110.072701	4	9	400	383
110.072701	4	10	400	380
110.072701	4	0	4000	1612
110.072701	4	1	4000	1783
110.072701	4	2	4000	1981
110.072701	4	3	4000	2189
110.072701	4	4	4000	2346
110.072701	4	5	4000	2550
110.072701	4	6	4000	2669
110.072701	4	7	4000	2709
110.072701	4	8	4000	2793
110.072701	4	9	4000	2775
110.072701	4	10	4000	2825
120.073669	1	0	100	100
120.073669	1	1	100	100
120.073669	1	2	100	97
120.073669	1	3	100	90
120.073669	1	4	100	93
120.073669	1	5	100	100
120.073669	1	6	100	100
120.073669	1	7	100	100
120.073669	1	8	100	100
120.073669	1	9	100	92
120.073669	1	10	100	89
120.073669	1	0	1000	364
120.073669	1	1	1000	431
120.073669	1	2	1000	516
120.073669	1	3	1000	616
120.073669	1	4	1000	687
120.073669	1	5	1000	772
120.073669	1	6	1000	752
120.073669	1	7	1000	752
120.073669	1	8	1000	773
120.073669	1	9	1000	707
120.073669	1	10	1000	711
120.073669	2	0	200	200
120.073669	2	1	200	200
120.073669	2	2	200	196
120.073669	2	3	200	179
120.073669	2	4	200	182
120.073669	2	5	200	200
120.073669	2	6	200	200
120.073669	2	7	200	200
120.073669	2	8	200	200
120.073669	2	9	200	188
120.073669	2	10	200	179
120.073669	2	0	2000	914
120.073669	2	1	2000	1044
120.073669	2	2	2000	1155
120.073669	2	3	2000	1295
120.073669	2	4	2000	1387
120.073669	2	5	2000	1545
120.073669	2	6	2000	1492
120.073669	2	7	2000	1485
120.073669	2	8	2000	1519
120.073669	2	9	2000	1401
120.073669	2	10	2000	1422
120.073669	4	0	400	400
120.073669	4	1	400	400
120.073669	4	2	400	394
120.073669	4	3	400	380
120.073669	4	4	400	381
120.073669	4	5	400	393
120.073669	4	6	400	390
120.073669	4	7	400	389
120.073669	4	8	400	391
120.073669	4	9	400	384
120.073669	4	10	400	379
120.073669	4	0	4000	1959
120.073669	4	1	4000	2131
120.073669	4	2	4000	2282
120.073669	4	3	4000	2467
120.073669	4	4	4000	2606
120.073669	4	5	4000	2826
120.073669	4	6	4000	2829
120.073669	4	7	4000	2866
120.073669	4	8	4000	2939
120.073669	4	9	4000	2860
120.073669	4	10	4000	2997
130.074570	1	0	100	100
130.074570	1	1	100	100
130.074570	1	2	100	96
130.074570	1	3	100	89
130.074570	1	4	100	92
130.074570	1	5	100	100
130.074570	1	6	100	100
130.074570	1	7	100	100
130.074570	1	8	100	100
130.074570	1	9	100	92
130.074570	1	10	100	90
130.074570	1	0	1000	490
130.074570	1	1	1000	557
130.074570	1	2	1000	631
130.074570	1	3	1000	670
130.074570	1	4	1000	686
130.074570	1	5	1000	770
130.074570	1	6	1000	751
130.074570	1	7	1000	753
130.074570	1	8	1000	776
130.074570	1	9	1000	707
130.074570	1	10	1000	711
130.074570	2	0	200	101
130.074570	2	1	200	101
130.074570	2	2	200	141
130.074570	2	3	200	190
130.074570	2	4	200	193
130.074570	2	5	200	200
130.074570	2	6	200	189
130.074570	2	7	200	199
130.074570	2	8	200	200
130.074570	2	9	200	190
130.074570	2	10	200	180
130.074570	2	0	2000	569
130.074570	2	1	2000	751
130.074570	2	2	2000	982
130.074570	2	3	2000	1245
130.074570	2	4	2000	1344
130.074570	2	5	2000	1528
130.074570	2	6	2000	1461
130.074570	2	7	2000	1535
130.074570	2	8	2000	1517
130.074570	2	9	2000	1464
130.074570	2	10	2000	1421
130.074570	4	0	400	301
130.074570	4	1	400	301
130.074570	4	2	400	340
130.074570	4	3	400	389
130.074570	4	4	400	392
130.074570	4	5	400	395
130.074570	4	6	400	382
130.074570	4	7	400	387
130.074570	4	8	400	391
130.074570	4	9	400	386
130.074570	4	10	400	375
130.074570	4	0	4000	1785
130.074570	4	1	4000	2008
130.074570	4	2	4000	2280
130.074570	4	3	4000	2586
130.074570	4	4	4000	2732
130.074570	4	5	4000	2974
130.074570	4	6	4000	2964
130.074570	4	7	4000	3093
130.074570	4	8	4000	3101
130.074570	4	9	4000	3063
130.074570	4	10	4000	2923
140.075500	1	0	100	100
140.075500	1	1	100	100
140.075500	1	2	100	96
140.075500	1	3	100	90
140.075500	1	4	100	94
140.075500	1	5	100	100
140.075500	1	6	100	100
140.075500	1	7	100	100
140.075500	1	8	100	98
140.075500	1	9	100	90
140.075500	1	10	100	92
140.075500	1	0	1000	525
140.075500	1	1	1000	595
140.075500	1	2	1000	638
140.075500	1	3	1000	672
140.075500	1	4	1000	688
140.075500	1	5	1000	766
140.075500	1	6	1000	751
140.075500	1	7	1000	756
140.075500	1	8	1000	796
140.075500	1	9	1000	712
140.075500	1	10	1000	707
140.075500	2	0	200	200
140.075500	2	1	200	200
140.075500	2	2	200	195
140.075500	2	3	200	180
140.075500	2	4	200	184
140.075500	2	5	200	197
140.075500	2	6	200	200
140.075500	2	7	200	200
140.075500	2	8	200	197
140.075500	2	9	200	190
140.075500	2	10	200	185
140.075500	2	0	2000	1196
140.075500	2	1	2000	1323
140.075500	2	2	2000	1428
140.075500	2	3	2000	1382
140.075500	2	4	2000	1399
140.075500	2	5	2000	1458
140.075500	2	6	2000	1509
140.075500	2	7	2000	1507
140.075500	2	8	2000	1551
140.075500	2	9	2000	1495
140.075500	2	10	2000	1415
140.075500	4	0	400	400
140.075500	4	1	400	400
140.075500	4	2	400	395
140.075500	4	3	400	380
140.075500	4	4	400	381
140.075500	4	5	400	391
140.075500	4	6	400	390
140.075500	4	7	400	389
140.075500	4	8	400	389
140.075500	4	9	400	386
140.075500	4	10	400	381
140.075500	4	0	4000	2486
140.075500	4	1	4000	2655
140.075500	4	2	4000	2799
140.075500	4	3	4000	2795
140.075500	4	4	4000	2864
140.075500	4	5	4000	2980
140.075500	4	6	4000	3062
140.075500	4	7	4000	3078
140.075500	4	8	4000	3137
140.075500	4	9	4000	3096
140.075500	4	10	4000	3123
150.076401	1	0	100	100
150.076401	1	1	100	100
150.076401	1	2	100	96
150.076401	1	3	100	89
150.076401	1	4	100	95
150.076401	1	5	100	100
150.076401	1	6	100	100
150.076401	1	7	100	100
150.076401	1	8	100	97
150.076401	1	9	100	88
150.076401	1	10	100	94
150.076401	1	0	1000	541
150.076401	1	1	1000	613
150.076401	1	2	1000	646
150.076401	1	3	1000	681
150.076401	1	4	1000	692
150.076401	1	5	1000	768
150.076401	1	6	1000	755
150.076401	1	7	1000	765
150.076401	1	8	1000	704
150.076401	1	9	1000	721
150.076401	1	10	1000	711
150.076401	2	0	200	200
150.076401	2	1	200	200
150.076401	2	2	200	194
150.076401	2	3	200	182
150.076401	2	4	200	186
150.076401	2	5	200	195
150.076401	2	6	200	200
